Soil Moisture,Temperature, Soil Humidity,N,P,K,Status,Fertilizer,Pest
19,2,27,13,67,18,ON,DAP,AmericanBollworm-Larva
9,44,66,27,74,20,ON,28-28,Jassid
50,35,37,29,72,24,ON,17-17-17,Mealybug
65,41,63,5,68,20,ON,28-28,Jassid
9,24,20,39,57,19,ON,20-20,PinkBollworm-Larva
42,10,35,22,62,16,ON,DAP,AmericanBollworm-Egg
22,17,69,18,55,23,ON,Urea,PinkBollworm-Larva
57,17,55,39,77,21,ON,28-28,Spodoptera
25,44,25,13,75,20,OFF,DAP,Aphid
25,34,51,27,71,24,ON,20-20,Mealybug
16,16,52,26,64,22,OFF,Urea,Mealybug
79,45,27,23,55,16,OFF,10-26-26,AmericanBollworm-Larva
84,7,25,4,69,19,OFF,17-17-17,AmericanBollworm-Larva
2,31,29,20,67,19,ON,14-35-14,AmericanBollworm-Egg
33,26,28,7,74,17,OFF,10-26-26,AmericanBollworm-Egg
80,29,31,17,64,18,OFF,DAP,Aphid
86,34,36,35,71,17,ON,17-17-17,Mealybug
30,24,60,11,72,22,OFF,10-26-26,PinkBollworm-Larva
86,27,46,20,60,22,OFF,14-35-14,Mealybug
1,18,37,10,71,18,ON,20-20,PinkBollworm-Larva
45,7,26,33,61,24,ON,10-26-26,Jassid
53,6,20,3,49,18,OFF,Urea,Mealybug
39,34,34,22,59,23,ON,20-20,AmericanBollworm-Larva
2,20,24,36,58,25,ON,17-17-17,Aphid
50,23,24,4,43,18,OFF,DAP,Mealybug
41,5,60,29,54,16,ON,20-20,AmericanBollworm-Larva
76,7,25,32,43,22,OFF,20-20,AmericanBollworm-Larva
11,7,30,14,55,15,ON,Urea,Mealybug
59,5,44,5,35,20,OFF,10-26-26,PinkBollworm-Larva
80,43,33,25,57,24,OFF,10-26-26,PinkBollworm-Larva
21,36,35,11,53,24,ON,17-17-17,Mealybug
37,16,25,40,49,17,OFF,20-20,Mealybug
20,35,59,38,56,25,ON,14-35-14,Aphid
74,7,43,27,43,23,OFF,20-20,Aphid
52,19,34,24,38,22,ON,28-28,AmericanBollworm-Larva
17,26,66,23,45,21,ON,28-28,AmericanBollworm-Egg
20,37,45,29,57,20,ON,Urea,Aphid
31,2,22,31,35,23,OFF,10-26-26,Mealybug
5,43,23,0,55,25,ON,14-35-14,PinkBollworm-Larva
61,1,32,7,45,22,ON,DAP,Spodoptera
70,35,29,17,58,25,ON,14-35-14,AmericanBollworm-Larva
62,28,39,11,44,17,ON,17-17-17,Spodoptera
55,40,33,22,49,22,ON,17-17-17,Aphid
65,14,56,9,51,19,ON,20-20,AmericanBollworm-Larva
83,33,59,28,48,15,OFF,17-17-17,Aphid
52,7,47,26,50,19,ON,17-17-17,Spodoptera
40,44,58,36,56,20,ON,28-28,Mealybug
87,0,69,8,60,18,OFF,20-20,Jassid
77,17,20,24,37,21,OFF,Urea,Mealybug
74,7,50,22,43,24,OFF,17-17-17,AmericanBollworm-Larva
36,14,55,36,43,24,OFF,10-26-26,Aphid
3,1,32,22,44,24,OFF,DAP,Aphid
12,42,53,17,43,22,ON,10-26-26,Spodoptera
54,26,33,8,45,15,ON,10-26-26,AmericanBollworm-Egg
32,45,54,7,56,23,OFF,20-20,Spodoptera
28,24,37,36,57,16,ON,28-28,Jassid
89,41,57,11,45,19,ON,DAP,AmericanBollworm-Egg
60,21,59,6,36,22,OFF,14-35-14,PinkBollworm-Larva
55,19,29,17,57,20,OFF,10-26-26,Mealybug
85,35,27,4,47,20,ON,20-20,Jassid
80,38,64,9,49,16,ON,17-17-17,Aphid
74,32,20,25,51,24,OFF,14-35-14,AmericanBollworm-Egg
24,5,66,36,44,21,ON,28-28,AmericanBollworm-Egg
29,43,60,21,38,20,ON,DAP,PinkBollworm-Larva
49,41,31,37,57,20,ON,10-26-26,Aphid
43,18,39,32,48,18,ON,17-17-17,AmericanBollworm-Larva
5,28,62,29,44,20,ON,10-26-26,AmericanBollworm-Larva
71,14,67,25,51,18,ON,20-20,AmericanBollworm-Larva
49,24,45,10,44,24,ON,DAP,PinkBollworm-Larva
40,10,32,23,35,18,OFF,14-35-14,Aphid
21,23,28,9,60,23,OFF,DAP,AmericanBollworm-Egg
17,11,40,3,58,21,ON,14-35-14,AmericanBollworm-Larva
13,31,35,22,42,22,ON,28-28,Jassid
59,28,32,12,39,21,ON,10-26-26,AmericanBollworm-Larva
63,38,35,39,36,22,OFF,DAP,PinkBollworm-Larva
82,26,58,32,41,16,OFF,20-20,Aphid
75,12,25,30,41,15,OFF,28-28,AmericanBollworm-Egg
57,31,66,19,36,22,ON,17-17-17,Spodoptera
83,21,62,4,46,15,OFF,17-17-17,AmericanBollworm-Egg
39,45,61,21,39,20,ON,DAP,Spodoptera
65,23,23,35,57,25,ON,20-20,Aphid
54,38,63,22,55,24,ON,14-35-14,AmericanBollworm-Larva
10,28,61,35,51,17,OFF,Urea,PinkBollworm-Larva
8,27,53,17,56,17,ON,20-20,Jassid
28,29,47,28,57,17,OFF,DAP,Jassid
19,33,31,22,36,16,ON,28-28,Jassid
70,28,24,11,41,19,ON,28-28,Mealybug
31,12,32,38,38,18,ON,DAP,Jassid
83,22,61,23,37,24,OFF,28-28,Spodoptera
6,41,56,25,35,20,OFF,17-17-17,Jassid
29,11,29,40,45,20,ON,28-28,Aphid
72,24,46,23,58,19,OFF,20-20,Jassid
14,27,60,2,56,23,ON,20-20,AmericanBollworm-Larva
31,23,70,3,56,17,ON,28-28,PinkBollworm-Larva
7,17,57,26,51,25,OFF,DAP,AmericanBollworm-Egg
34,11,25,39,42,20,OFF,28-28,Jassid
39,9,57,27,59,20,OFF,28-28,Mealybug
88,15,52,24,45,19,OFF,17-17-17,Aphid
12,44,42,7,40,17,ON,14-35-14,PinkBollworm-Larva
90,29,53,15,45,23,ON,DAP,Mealybug
26,22,35,26,52,23,ON,Urea,AmericanBollworm-Egg
11,27,25,20,45,16,ON,14-35-14,AmericanBollworm-Larva
74,17,23,34,54,24,OFF,DAP,Mealybug
71,15,23,19,51,25,OFF,DAP,AmericanBollworm-Larva
43,43,32,29,41,21,ON,28-28,Aphid
84,32,34,20,50,22,OFF,14-35-14,PinkBollworm-Larva
44,19,31,11,40,23,OFF,Urea,AmericanBollworm-Larva
42,24,20,15,54,15,ON,14-35-14,Aphid
20,37,57,35,55,22,ON,10-26-26,PinkBollworm-Larva
36,17,22,9,59,25,OFF,20-20,AmericanBollworm-Egg
26,2,32,40,45,18,ON,DAP,PinkBollworm-Larva
20,44,55,35,38,19,OFF,28-28,AmericanBollworm-Larva
11,41,21,14,58,17,ON,10-26-26,PinkBollworm-Larva
49,19,47,40,55,18,OFF,17-17-17,Spodoptera
49,16,25,18,36,23,ON,14-35-14,Jassid
39,37,33,35,52,15,ON,14-35-14,AmericanBollworm-Larva
83,32,22,4,59,22,ON,20-20,Jassid
40,34,55,22,51,16,ON,14-35-14,Spodoptera
2,25,22,33,47,17,ON,10-26-26,Mealybug
85,24,25,2,51,17,OFF,10-26-26,Mealybug
35,20,61,16,51,21,ON,28-28,Mealybug
36,32,60,19,55,20,ON,28-28,Spodoptera
75,31,44,8,54,20,OFF,28-28,AmericanBollworm-Larva
71,12,33,36,55,20,OFF,Urea,Spodoptera
81,28,37,10,56,16,ON,20-20,PinkBollworm-Larva
18,36,49,22,56,17,ON,28-28,AmericanBollworm-Egg
21,25,46,9,57,24,ON,Urea,Spodoptera
46,19,42,34,59,23,OFF,14-35-14,PinkBollworm-Larva
60,25,40,31,51,25,OFF,DAP,AmericanBollworm-Egg
12,28,32,0,49,18,OFF,14-35-14,Jassid
13,0,60,21,39,20,ON,20-20,AmericanBollworm-Egg
82,11,20,28,35,22,OFF,28-28,Jassid
27,41,59,17,52,17,ON,20-20,AmericanBollworm-Larva
9,2,62,24,42,23,ON,14-35-14,AmericanBollworm-Larva
62,7,68,28,46,16,ON,17-17-17,Spodoptera
82,31,30,21,38,21,OFF,10-26-26,AmericanBollworm-Egg
51,35,52,34,60,25,ON,DAP,PinkBollworm-Larva
61,0,53,19,53,22,OFF,17-17-17,Jassid
89,12,34,31,58,15,OFF,Urea,AmericanBollworm-Egg
56,5,39,19,35,24,OFF,10-26-26,AmericanBollworm-Larva
13,37,28,24,53,17,ON,10-26-26,AmericanBollworm-Larva
19,38,51,13,47,20,ON,14-35-14,Spodoptera
90,22,27,31,53,16,OFF,10-26-26,Mealybug
60,41,20,28,45,23,OFF,DAP,AmericanBollworm-Larva
39,7,56,31,37,21,OFF,17-17-17,AmericanBollworm-Larva
72,15,43,33,60,15,ON,17-17-17,Aphid
90,37,57,34,45,21,OFF,DAP,Spodoptera
44,34,36,13,57,25,ON,DAP,Aphid
73,19,42,33,57,17,OFF,20-20,PinkBollworm-Larva
71,27,69,32,57,22,ON,Urea,Mealybug
55,36,47,23,59,25,OFF,Urea,Spodoptera
70,7,39,35,41,18,OFF,17-17-17,AmericanBollworm-Egg
35,25,66,6,48,24,ON,17-17-17,Mealybug
25,33,45,29,36,25,ON,DAP,AmericanBollworm-Larva
26,14,61,4,36,22,ON,28-28,Aphid
53,36,24,10,59,22,ON,10-26-26,Spodoptera
86,3,51,14,48,21,OFF,10-26-26,Spodoptera
2,5,65,8,50,21,OFF,28-28,Spodoptera
28,21,48,20,40,15,ON,28-28,Aphid
15,37,53,36,43,22,ON,17-17-17,Aphid
36,17,62,14,57,15,OFF,17-17-17,Aphid
35,34,34,11,60,23,ON,17-17-17,PinkBollworm-Larva
54,22,59,10,59,15,ON,10-26-26,Spodoptera
72,25,50,7,60,25,OFF,14-35-14,AmericanBollworm-Larva
86,44,48,2,47,15,ON,28-28,Mealybug
34,14,37,20,45,22,ON,20-20,AmericanBollworm-Egg
36,29,54,2,39,15,OFF,28-28,PinkBollworm-Larva
55,23,70,27,40,24,ON,28-28,Spodoptera
42,7,34,35,48,15,ON,20-20,PinkBollworm-Larva
28,40,44,4,59,25,ON,17-17-17,AmericanBollworm-Larva
44,37,46,1,48,24,ON,20-20,Jassid
5,28,30,36,43,21,ON,DAP,Jassid
42,9,56,11,46,24,OFF,17-17-17,Aphid
81,15,22,34,47,19,OFF,17-17-17,PinkBollworm-Larva
4,33,53,21,44,18,OFF,20-20,AmericanBollworm-Larva
63,28,21,17,58,20,ON,Urea,Aphid
3,26,20,25,40,21,ON,14-35-14,Jassid
88,41,64,2,38,18,OFF,DAP,AmericanBollworm-Egg
10,40,53,9,48,20,ON,20-20,Aphid
35,24,35,37,49,25,ON,20-20,AmericanBollworm-Egg
19,23,36,36,38,15,ON,Urea,Spodoptera
70,9,39,40,58,15,ON,20-20,Aphid
34,37,38,30,44,16,ON,14-35-14,AmericanBollworm-Larva
61,41,64,1,59,23,ON,DAP,Jassid
40,38,58,9,48,22,ON,14-35-14,AmericanBollworm-Egg
70,32,64,14,41,17,OFF,17-17-17,AmericanBollworm-Larva
26,37,65,35,52,19,ON,14-35-14,AmericanBollworm-Egg
31,24,48,31,48,17,ON,10-26-26,Jassid
74,2,43,4,41,20,OFF,17-17-17,Jassid
30,25,53,30,37,25,ON,14-35-14,Aphid
47,2,33,9,35,20,ON,14-35-14,Jassid
14,8,51,20,41,20,OFF,DAP,AmericanBollworm-Larva
88,41,45,37,50,23,OFF,14-35-14,Jassid
52,7,66,34,35,21,ON,28-28,Mealybug
66,2,58,14,37,15,OFF,28-28,AmericanBollworm-Larva
44,23,60,23,39,22,ON,17-17-17,AmericanBollworm-Egg
74,1,49,5,45,21,OFF,10-26-26,AmericanBollworm-Larva
89,29,40,22,37,20,OFF,DAP,Aphid
32,29,54,40,51,17,OFF,28-28,PinkBollworm-Larva
33,8,59,27,56,20,OFF,Urea,AmericanBollworm-Larva
55,28,44,31,40,22,ON,20-20,Mealybug
5,35,30,38,36,21,ON,20-20,Aphid
84,5,33,6,37,17,ON,14-35-14,PinkBollworm-Larva
30,27,34,6,47,18,OFF,14-35-14,Jassid
81,12,48,24,44,17,OFF,14-35-14,PinkBollworm-Larva
66,37,50,25,59,19,ON,14-35-14,Jassid
56,40,33,32,56,21,ON,28-28,Jassid
89,44,68,8,45,18,ON,10-26-26,AmericanBollworm-Egg
43,14,41,19,39,17,ON,17-17-17,AmericanBollworm-Egg
52,45,26,39,37,15,ON,DAP,PinkBollworm-Larva
40,24,32,33,37,19,OFF,28-28,Spodoptera
35,43,67,26,54,17,ON,14-35-14,Aphid
65,14,28,21,51,15,OFF,28-28,Spodoptera
30,37,30,22,54,20,OFF,28-28,PinkBollworm-Larva
63,41,43,29,45,16,ON,10-26-26,Aphid
58,25,68,4,40,21,ON,14-35-14,Spodoptera
45,41,49,10,37,22,ON,10-26-26,Aphid
19,28,55,4,44,19,ON,17-17-17,Spodoptera
2,13,43,20,45,17,OFF,17-17-17,AmericanBollworm-Egg
37,3,62,23,45,23,OFF,20-20,Spodoptera
71,34,38,25,48,21,ON,17-17-17,Spodoptera
30,19,55,56,79,15,OFF,Urea,PinkBollworm-Larva
55,19,70,25,62,21,OFF,10-26-26,AmericanBollworm-Egg
6,21,49,42,61,22,ON,20-20,Spodoptera
74,0,58,42,73,25,OFF,20-20,AmericanBollworm-Larva
8,6,57,44,58,18,OFF,17-17-17,AmericanBollworm-Larva
21,36,49,50,55,16,OFF,28-28,Spodoptera
66,24,61,35,72,21,OFF,20-20,Mealybug
88,24,42,30,64,20,OFF,Urea,Aphid
66,36,50,27,64,21,OFF,10-26-26,AmericanBollworm-Egg
61,25,31,50,74,17,OFF,DAP,AmericanBollworm-Egg
81,31,43,39,73,24,ON,DAP,Mealybug
53,4,42,57,67,25,OFF,DAP,Jassid
57,36,27,52,63,19,ON,14-35-14,Spodoptera
12,9,29,55,66,22,ON,20-20,Spodoptera
84,38,48,51,56,18,OFF,20-20,Jassid
68,7,49,36,66,15,OFF,DAP,AmericanBollworm-Larva
1,8,63,59,55,19,OFF,14-35-14,Jassid
65,29,67,50,58,23,ON,14-35-14,AmericanBollworm-Larva
48,5,45,30,65,25,OFF,28-28,Mealybug
67,8,26,20,62,18,OFF,10-26-26,Spodoptera
71,28,43,58,71,15,OFF,10-26-26,AmericanBollworm-Larva
51,25,34,25,71,24,ON,20-20,Jassid
30,35,51,52,71,16,OFF,17-17-17,Jassid
2,22,46,40,63,18,ON,10-26-26,AmericanBollworm-Egg
37,30,63,20,60,25,OFF,Urea,PinkBollworm-Larva
43,37,32,48,61,21,OFF,20-20,Aphid
50,29,56,49,68,22,ON,14-35-14,PinkBollworm-Larva
17,3,46,48,62,15,ON,28-28,Jassid
90,35,32,32,66,17,OFF,20-20,Mealybug
23,8,60,21,63,22,OFF,10-26-26,Jassid
22,9,69,20,72,19,ON,DAP,AmericanBollworm-Egg
37,34,66,25,65,21,ON,17-17-17,Spodoptera
37,2,56,41,78,21,ON,20-20,Mealybug
89,25,42,53,67,17,OFF,DAP,Mealybug
38,41,37,39,60,21,ON,14-35-14,Spodoptera
88,21,29,25,76,17,OFF,DAP,Aphid
12,28,37,21,78,19,ON,17-17-17,AmericanBollworm-Egg
48,20,49,57,60,17,ON,DAP,AmericanBollworm-Larva
87,0,44,56,75,15,OFF,10-26-26,AmericanBollworm-Egg
80,11,22,49,72,15,OFF,14-35-14,AmericanBollworm-Larva
62,29,68,24,80,19,OFF,28-28,AmericanBollworm-Egg
46,22,42,49,76,18,ON,28-28,AmericanBollworm-Egg
88,9,57,28,68,19,OFF,28-28,Mealybug
22,11,38,55,78,21,ON,28-28,AmericanBollworm-Larva
19,27,63,50,64,25,OFF,14-35-14,Jassid
33,20,39,34,80,19,ON,17-17-17,Aphid
68,40,60,20,68,23,ON,28-28,AmericanBollworm-Egg
49,44,50,55,67,16,ON,28-28,AmericanBollworm-Egg
6,38,25,23,70,15,ON,Urea,AmericanBollworm-Egg
10,23,63,53,74,15,ON,14-35-14,Mealybug
8,1,26,26,67,16,ON,DAP,Aphid
20,44,24,33,80,22,ON,14-35-14,AmericanBollworm-Larva
39,31,20,37,79,19,ON,Urea,Spodoptera
28,41,55,33,75,21,ON,17-17-17,Jassid
58,17,61,22,55,20,ON,20-20,Spodoptera
47,1,36,20,68,17,OFF,28-28,AmericanBollworm-Egg
90,17,31,43,68,20,OFF,Urea,Jassid
3,2,39,44,76,22,ON,14-35-14,Jassid
88,41,30,34,60,16,ON,28-28,AmericanBollworm-Larva
85,6,53,21,72,17,OFF,20-20,Spodoptera
75,27,56,25,68,19,ON,Urea,Mealybug
38,3,30,41,62,15,OFF,DAP,PinkBollworm-Larva
49,3,43,28,65,23,ON,20-20,Jassid
68,35,69,35,64,15,OFF,10-26-26,AmericanBollworm-Larva
69,21,55,52,58,16,ON,DAP,Spodoptera
51,43,50,58,75,25,ON,DAP,AmericanBollworm-Larva
48,18,23,34,66,19,OFF,DAP,AmericanBollworm-Larva
53,2,29,52,70,16,OFF,20-20,Mealybug
22,13,43,23,57,19,ON,20-20,Jassid
15,9,69,42,58,25,ON,20-20,AmericanBollworm-Larva
41,32,64,37,62,17,ON,Urea,AmericanBollworm-Larva
79,31,20,44,75,22,OFF,14-35-14,AmericanBollworm-Egg
33,24,58,21,80,20,OFF,17-17-17,Mealybug
50,31,68,56,76,16,ON,10-26-26,Mealybug
30,27,27,29,76,15,ON,10-26-26,AmericanBollworm-Larva
46,40,63,43,61,20,ON,28-28,PinkBollworm-Larva
71,5,20,55,60,15,OFF,DAP,PinkBollworm-Larva
78,45,29,44,63,15,OFF,14-35-14,Aphid
73,19,49,29,67,21,ON,28-28,AmericanBollworm-Egg
14,4,50,47,63,16,OFF,20-20,AmericanBollworm-Egg
59,20,51,40,68,17,ON,14-35-14,AmericanBollworm-Egg
15,38,58,58,61,15,ON,28-28,Aphid
81,21,60,41,74,18,OFF,14-35-14,AmericanBollworm-Egg
54,42,63,58,79,17,ON,17-17-17,AmericanBollworm-Larva
60,34,33,27,62,24,ON,DAP,Jassid
42,1,29,27,60,17,OFF,14-35-14,Spodoptera
49,10,35,52,65,20,OFF,20-20,Aphid
55,27,24,44,55,25,ON,10-26-26,Jassid
43,27,36,21,62,24,ON,17-17-17,Mealybug
48,16,42,60,59,22,ON,17-17-17,Aphid
35,32,50,33,77,21,ON,28-28,PinkBollworm-Larva
76,17,35,59,58,17,OFF,28-28,Spodoptera
20,37,47,29,63,17,ON,20-20,AmericanBollworm-Larva
5,20,48,59,63,18,ON,Urea,Jassid
48,4,60,29,70,15,OFF,DAP,Mealybug
53,27,23,58,73,16,ON,10-26-26,Mealybug
18,11,58,55,77,22,ON,20-20,AmericanBollworm-Larva
71,24,25,42,79,23,OFF,14-35-14,Mealybug
7,2,62,44,77,21,OFF,20-20,AmericanBollworm-Larva
89,22,34,38,62,25,OFF,10-26-26,Mealybug
85,11,23,32,76,15,OFF,DAP,AmericanBollworm-Egg
71,41,68,13,61,22,OFF,10-26-26,PinkBollworm-Larva
85,26,30,38,60,20,OFF,Urea,Mealybug
2,37,55,11,74,17,OFF,Urea,Jassid
29,36,52,37,71,16,ON,28-28,PinkBollworm-Larva
60,18,48,29,71,18,OFF,Urea,Spodoptera
46,21,23,2,72,18,ON,20-20,AmericanBollworm-Egg
89,10,51,6,59,21,OFF,10-26-26,Mealybug
76,20,49,13,64,20,OFF,17-17-17,Aphid
72,36,23,8,58,17,ON,Urea,Mealybug
18,15,29,6,77,20,ON,20-20,Spodoptera
29,9,47,2,75,22,OFF,Urea,AmericanBollworm-Larva
56,20,45,3,69,23,ON,28-28,Mealybug
59,39,34,27,80,24,ON,20-20,Jassid
45,42,65,39,78,15,ON,14-35-14,Jassid
31,2,64,40,79,17,ON,Urea,Mealybug
2,2,28,37,62,22,ON,14-35-14,Aphid
74,9,24,31,60,24,OFF,14-35-14,PinkBollworm-Larva
48,3,64,22,67,22,OFF,28-28,Spodoptera
1,38,62,3,78,18,OFF,20-20,Mealybug
43,9,53,4,80,16,OFF,DAP,AmericanBollworm-Larva
28,0,42,13,61,24,OFF,28-28,AmericanBollworm-Larva
30,14,65,12,66,20,ON,10-26-26,Mealybug
20,7,37,4,61,21,OFF,28-28,Jassid
14,40,69,9,60,21,ON,10-26-26,AmericanBollworm-Larva
86,22,56,18,66,22,OFF,20-20,Mealybug
47,40,69,32,56,18,ON,17-17-17,AmericanBollworm-Egg
28,44,45,6,72,15,ON,Urea,AmericanBollworm-Larva
27,27,57,15,77,20,ON,20-20,Aphid
84,44,32,0,65,24,ON,28-28,Aphid
32,37,46,30,79,22,ON,28-28,AmericanBollworm-Egg
56,27,59,3,63,16,ON,DAP,Aphid
53,4,32,2,78,23,ON,10-26-26,Aphid
79,23,67,10,78,18,ON,20-20,Spodoptera
37,45,63,14,67,25,ON,17-17-17,Mealybug
23,29,23,39,65,23,ON,14-35-14,Mealybug
25,4,23,19,72,15,ON,Urea,Jassid
43,39,46,18,57,21,OFF,10-26-26,AmericanBollworm-Egg
43,33,51,31,58,15,ON,14-35-14,Aphid
44,10,69,28,58,25,ON,28-28,AmericanBollworm-Egg
69,37,47,5,65,19,ON,28-28,AmericanBollworm-Egg
30,15,43,16,65,19,ON,20-20,Jassid
71,21,36,34,65,19,ON,DAP,Mealybug
59,15,43,14,69,19,ON,DAP,PinkBollworm-Larva
54,28,50,22,55,16,ON,28-28,Mealybug
66,20,34,24,61,17,ON,17-17-17,Jassid
76,6,53,2,79,15,OFF,DAP,PinkBollworm-Larva
13,32,40,26,63,17,ON,17-17-17,PinkBollworm-Larva
55,2,50,27,61,15,OFF,14-35-14,AmericanBollworm-Larva
45,19,68,24,70,16,ON,Urea,PinkBollworm-Larva
60,19,34,13,74,25,ON,DAP,Aphid
10,38,28,6,64,23,ON,28-28,AmericanBollworm-Larva
39,24,27,12,58,23,OFF,14-35-14,Aphid
67,34,39,32,79,22,OFF,DAP,Aphid
67,31,26,6,68,18,OFF,DAP,PinkBollworm-Larva
9,0,49,10,79,20,OFF,10-26-26,Mealybug
74,0,64,38,77,22,OFF,DAP,AmericanBollworm-Egg
43,45,35,17,74,17,ON,10-26-26,Mealybug
5,35,56,26,68,24,ON,20-20,Spodoptera
60,42,46,23,75,17,OFF,14-35-14,Aphid
22,28,25,32,78,22,ON,10-26-26,PinkBollworm-Larva
78,1,70,19,79,19,OFF,17-17-17,Spodoptera
15,19,30,22,60,18,ON,14-35-14,Aphid
63,38,48,28,69,16,OFF,17-17-17,Spodoptera
64,15,65,1,67,21,OFF,17-17-17,AmericanBollworm-Egg
79,33,45,12,67,23,ON,20-20,Spodoptera
59,33,52,36,67,20,ON,DAP,Mealybug
31,44,21,28,70,21,ON,17-17-17,Aphid
17,0,49,12,71,19,OFF,Urea,Spodoptera
87,0,69,22,68,16,OFF,Urea,Jassid
89,42,32,26,66,22,ON,DAP,PinkBollworm-Larva
66,4,25,16,65,16,OFF,17-17-17,Jassid
56,24,40,14,59,22,ON,DAP,Spodoptera
14,1,57,33,59,19,ON,14-35-14,Mealybug
19,31,63,21,63,17,ON,28-28,AmericanBollworm-Larva
3,37,29,0,69,21,ON,14-35-14,Spodoptera
71,31,68,10,75,17,ON,Urea,Jassid
74,16,37,30,61,18,ON,20-20,Jassid
21,35,57,0,74,17,ON,14-35-14,Jassid
87,10,43,35,74,22,OFF,28-28,Spodoptera
22,22,59,7,63,24,OFF,10-26-26,Jassid
86,11,30,9,56,17,OFF,14-35-14,AmericanBollworm-Egg
3,24,68,14,74,15,OFF,10-26-26,Spodoptera
31,16,69,14,76,20,ON,28-28,Aphid
16,32,62,36,65,16,ON,17-17-17,Mealybug
87,4,28,28,67,21,OFF,20-20,AmericanBollworm-Egg
4,12,44,28,79,16,ON,10-26-26,AmericanBollworm-Larva
54,30,67,40,61,22,ON,17-17-17,Spodoptera
11,39,62,10,70,19,ON,28-28,Spodoptera
41,21,23,12,80,19,OFF,20-20,PinkBollworm-Larva
89,27,20,37,77,20,OFF,17-17-17,Jassid
2,35,23,0,67,22,ON,10-26-26,AmericanBollworm-Egg
76,42,39,7,73,25,ON,28-28,AmericanBollworm-Egg
29,6,60,10,56,18,OFF,14-35-14,AmericanBollworm-Egg
9,32,29,39,70,15,OFF,Urea,Jassid
67,27,52,26,56,22,OFF,14-35-14,Spodoptera
78,9,68,9,77,17,ON,Urea,Aphid
12,10,34,4,59,19,OFF,20-20,PinkBollworm-Larva
22,42,35,34,73,15,ON,14-35-14,Jassid
40,5,65,33,77,15,ON,DAP,Mealybug
85,24,42,2,24,38,OFF,DAP,AmericanBollworm-Egg
54,18,29,6,18,37,ON,20-20,Jassid
76,37,28,8,26,36,ON,10-26-26,AmericanBollworm-Egg
30,9,49,37,18,39,OFF,10-26-26,Aphid
28,14,70,0,27,38,ON,20-20,AmericanBollworm-Egg
33,6,31,31,25,38,ON,14-35-14,Spodoptera
47,36,39,21,21,38,ON,17-17-17,Jassid
27,42,27,6,30,40,ON,DAP,Mealybug
73,8,49,25,27,41,OFF,17-17-17,Mealybug
7,44,69,15,11,38,OFF,Urea,AmericanBollworm-Egg
49,18,56,14,5,36,OFF,28-28,PinkBollworm-Larva
83,20,51,16,10,41,OFF,17-17-17,Mealybug
8,5,40,36,7,37,ON,DAP,Spodoptera
85,44,31,4,20,41,ON,17-17-17,Spodoptera
36,25,36,29,22,40,ON,28-28,Spodoptera
18,38,31,16,15,42,ON,17-17-17,Aphid
66,3,69,18,27,41,OFF,Urea,Spodoptera
89,23,58,11,18,42,OFF,17-17-17,AmericanBollworm-Larva
48,33,51,5,15,38,ON,Urea,AmericanBollworm-Larva
57,10,37,18,23,44,ON,DAP,AmericanBollworm-Egg
1,11,62,9,8,40,ON,28-28,PinkBollworm-Larva
53,23,56,40,27,45,OFF,20-20,Spodoptera
37,21,34,22,23,44,ON,14-35-14,Mealybug
65,6,25,9,16,39,OFF,Urea,Mealybug
35,9,41,12,29,40,OFF,Urea,PinkBollworm-Larva
23,38,21,0,17,42,ON,28-28,Spodoptera
69,15,63,2,21,44,OFF,14-35-14,Mealybug
45,3,41,28,6,40,OFF,Urea,Jassid
7,45,25,8,23,44,ON,10-26-26,PinkBollworm-Larva
21,42,28,29,16,36,ON,Urea,PinkBollworm-Larva
36,6,41,17,18,43,ON,10-26-26,Aphid
64,5,35,34,21,42,OFF,17-17-17,PinkBollworm-Larva
8,7,35,21,23,42,ON,20-20,AmericanBollworm-Egg
59,30,41,25,17,40,ON,28-28,Jassid
8,14,43,8,25,36,ON,Urea,AmericanBollworm-Larva
19,42,40,26,18,42,ON,10-26-26,PinkBollworm-Larva
63,8,39,4,19,42,OFF,28-28,Jassid
64,40,59,36,24,41,ON,Urea,Aphid
81,39,60,5,24,40,OFF,20-20,Jassid
3,39,20,19,17,39,ON,17-17-17,PinkBollworm-Larva
56,37,37,39,30,38,ON,DAP,PinkBollworm-Larva
41,31,39,5,29,44,ON,17-17-17,Mealybug
44,11,26,4,24,43,OFF,14-35-14,AmericanBollworm-Larva
29,38,40,38,21,35,ON,Urea,AmericanBollworm-Larva
43,6,51,37,11,36,ON,17-17-17,Mealybug
5,30,63,9,25,41,ON,10-26-26,PinkBollworm-Larva
2,41,38,29,22,43,ON,DAP,AmericanBollworm-Larva
64,5,68,5,21,38,ON,Urea,PinkBollworm-Larva
45,40,31,22,26,38,OFF,14-35-14,Spodoptera
68,45,49,4,18,37,ON,10-26-26,Mealybug
36,20,56,21,6,41,ON,28-28,Spodoptera
78,32,28,29,21,45,ON,10-26-26,Jassid
53,5,54,23,5,44,ON,28-28,Aphid
53,34,35,13,7,43,ON,Urea,AmericanBollworm-Larva
17,25,44,5,13,37,ON,Urea,Aphid
32,36,58,27,24,41,OFF,Urea,PinkBollworm-Larva
39,26,59,7,23,35,OFF,14-35-14,AmericanBollworm-Larva
18,35,43,12,20,39,ON,28-28,Jassid
66,9,63,4,19,43,OFF,DAP,PinkBollworm-Larva
64,9,45,3,9,45,OFF,14-35-14,Spodoptera
